Name,Age,Position,Lifeboat,Survived,Class,HomeNation,PositionDetailed,Gender,AgeBinned
"Lindqvist, Mr. Eino William",20,P,15,1,3,Finland,Passenger,M,11-20
"Linehan, Mr. Michael",21,P,--,0,3,Ireland,Passenger,M,21-30
"Lee, Mr. Ling",28,P,--,0,3,China,Passenger,M,21-30
"Linhart, Mr. Wenzel H.",27,P,--,0,3,Austria,Passenger,M,21-30
"Livshin, Mr. David (""Abraham Harmer"")",25,P,--,0,3,Russia,Passenger,M,21-30
"Lobb, Mr. William Arthur",30,P,--,0,3,USA,Passenger,M,21-30
"Lobb, Mrs. Cordelia K. (née Stanlick)",26,P,--,0,3,USA,Passenger,F,21-30
"Lockyer, Mr. Edward Thomas",21,P,--,0,3,England,Passenger,M,21-30
"Lovell, Mr. John Hall (""Henry"")",20,P,--,0,3,England,Passenger,M,11-20
"Lulic, Mr. Nikola",29,P,15,1,3,Croatia,Passenger,M,21-30
"Lundahl, Mr. Johan Svensson",51,P,--,0,3,Sweden,Passenger,M,51-60
"Lundström, Mr. Thure Edvin",32,P,15,1,3,Sweden,Passenger,M,31-40
"Lymperopoulus, Mr. Panagiotis K.",30,P,--,0,3,Greece,Passenger,M,21-30
"Lyntakoff, Mr. Stanio",44,P,--,0,3,Bulgaria,Passenger,M,41-50
"Mackay, Mr. George William",20,P,--,0,3,England,Passenger,M,11-20
"Madigan, Miss Margaret ""Maggie""",21,P,15,1,3,Ireland,Passenger,F,21-30
"Madsen, Mr. Fridtjof Arne",24,P,13,1,3,Norway,Passenger,M,21-30
"Mäenpää, Mr. Matti Alexanteri",22,P,--,0,3,Finland,Passenger,M,21-30
"Mahon, Miss Bridget Delia",20,P,--,0,3,Ireland,Passenger,F,11-20
"Maisner, Mr. Simon",34,P,--,0,3,England,Passenger,M,31-40
"Mäkinen, Mr. Kalle Edvard",29,P,--,0,3,Finland,Passenger,M,21-30
"Mamee, Mr. Hanna",20,P,15,1,3,Lebanon,Passenger,M,11-20
"Mangan, Miss Mary",32,P,--,0,3,Ireland,Passenger,F,31-40
"Mannion, Miss Margaret",28,P,16,1,3,Ireland,Passenger,F,21-30
"Mardirosian, Mr. Sarkis",25,P,--,0,3,Turkey,Passenger,M,21-30
"Marinko, Mr. Dmitri",23,P,--,0,3,Macedonia,Passenger,M,21-30
"Markoff, Mr. Marin",35,P,--,0,3,Bulgaria,Passenger,M,31-40
"Markun, Mr. Johann",33,P,--,0,3,Slovenia,Passenger,M,31-40
"Matinoff, Mr. Nicola",30,P,--,0,3,Bulgaria,Passenger,M,21-30
"McCarthy, Miss Catherine ""Katie""",24,P,?,1,3,Ireland,Passenger,F,21-30
"McCormack, Mr. Thomas Joseph",19,P,15,1,3,USA,Passenger,M,11-20
"McCoy, Miss Catherine Agnes",29,P,16,1,3,Ireland,Passenger,F,21-30
"McCoy, Miss Alice",26,P,16,1,3,Ireland,Passenger,F,21-30
"McCoy, Mr. Bernard",24,P,16,1,3,Ireland,Passenger,M,21-30
"McDermott, Miss Bridget Delia",31,P,13,1,3,Ireland,Passenger,F,31-40
"McEvoy, Mr. Michael",19,P,--,0,3,Ireland,Passenger,M,11-20
"McGovern, Miss Mary",22,P,13,1,3,Ireland,Passenger,F,21-30
"McGowan, Miss Anna F. ""Annie""",16,P,13,1,3,Ireland,Passenger,F,11-20
"McGowan, Miss Catherine",42,P,--,0,3,Ireland,Passenger,F,41-50
"McMahon, Mr. Martin",20,P,--,0,3,Ireland,Passenger,M,11-20
"McNamee, Mr. Neal",27,P,--,0,3,England,Passenger,M,21-30
"McNamee, Mrs. Eileen (née O'Leary)",19,P,--,0,3,England,Passenger,F,11-20
"McNeill, Miss Bridget",27,P,--,0,3,Ireland,Passenger,F,21-30
"Meanwell, Mrs. Mary Ann",63,P,--,0,3,England,Passenger,F,61-70
"Meehan, Mr. John",22,P,--,0,3,Ireland,Passenger,M,21-30
"Meek, Mrs. Anna ""Annie"" Louise Rowley",31,P,--,0,3,Wales,Passenger,F,31-40
"Meo-Martino, Mr. Alfonzo",48,P,--,0,3,England,Passenger,M,41-50
"Mernagh, Mr. John Robert",26,P,--,0,3,Ireland,Passenger,M,21-30
"Midtsjø, Mr. Karl Albert",21,P,15,1,3,Norway,Passenger,M,21-30
"Mihoff, Mr. Stoytcho",28,P,--,0,3,Bulgaria,Passenger,M,21-30
"Miles, Mr. Frank",23,P,--,0,3,England,Passenger,M,21-30
"Mineff, Mr. Ivan",24,P,--,0,3,Bulgaria,Passenger,M,21-30
"Minkoff, Mr. Lazar",21,P,--,0,3,Bulgaria,Passenger,M,21-30
"Mitkoff, Mr. Mito",23,P,--,0,3,Bulgaria,Passenger,M,21-30
"Mockler, Miss Ellen Mary",23,P,16,1,3,Ireland,Passenger,F,21-30
"Moen, Mr. Sigurd Hansen",25,P,--,0,3,Norway,Passenger,M,21-30
"Moor, Mrs. Beila",29,P,14,1,3,Russia,Passenger,F,21-30
"Moor, Master Meier",7,P,14,1,3,Russia,Passenger,M,< 10
"Moore, Mr. Leonard Charles",19,P,--,0,3,England,Passenger,M,11-20
"Moran, Miss Bertha Bridget",28,P,16,1,3,Ireland,Passenger,F,21-30
"Moran, Mr. Daniel James",27,P,--,0,3,Ireland,Passenger,M,21-30
"Morley, Mr. William",34,P,--,0,3,England,Passenger,M,31-40
"Morrow, Mr. Thomas Rowan",30,P,--,0,3,Ireland,Passenger,M,21-30
"Moss, Mr. Albert Johan",29,P,B,1,3,Norway,Passenger,M,21-30
"Mubarik, Mrs. Amanah Fa'ud(née Iskandar)",24,P,C,1,3,Lebanon,Passenger,F,21-30
"Mubarik, Master Gerios",7,P,C,1,3,Lebanon,Passenger,M,< 10
"Mubarik, Master Halim Gonios",4,P,C,1,3,Lebanon,Passenger,M,< 10
"Moussa, Mrs. Mantoura",35,P,?,1,3,Lebanon,Passenger,F,31-40
"Muslamani, Mrs. Fatimah",22,P,C,1,3,Lebanon,Passenger,F,21-30
"Moutal, Mr. Rahamin Haim",28,P,--,0,3,England,Passenger,M,21-30
"Mullen, Miss Katherine ""Katie""",19,P,16,1,3,Ireland,Passenger,F,11-20
"Mulvihill, Miss Bridget Elizabeth ""Bertha""",25,P,15,1,3,Ireland,Passenger,F,21-30
"Murdlin, Mr. Joseph",22,P,--,0,3,England,Passenger,M,21-30
"Murphy, Miss Catherine ""Kate""",18,P,16,1,3,Ireland,Passenger,F,11-20
"Murphy, Miss Margaret Jane ""Maggie/Mary""",25,P,16,1,3,Ireland,Passenger,F,21-30
"Murphy, Miss Nora",34,P,16,1,3,Ireland,Passenger,F,31-40
"Myhrman, Mr. Pehr Fabian Oliver Malkolm",18,P,--,0,3,Sweden,Passenger,M,11-20
"Nackid, Mr. Sahid",20,P,C,1,3,Lebanon,Passenger,M,11-20
"Nackid, Miss Waika ""Mary"" (née Mowad)",19,P,C,1,3,Lebanon,Passenger,F,11-20
"Nackid, Miss Maria",1.5,P,C,1,3,Lebanon,Passenger,F,< 10
"Naidenoff, Mr. Penko",22,P,--,0,3,Bulgaria,Passenger,M,21-30
"Zajib Qiyamah, Miss Adal ""Jane""",15,P,C,1,3,Lebanon,Passenger,F,11-20
"Nakli-Khoury, Mr. Toufik",17,P,--,0,3,Lebanon,Passenger,M,11-20
"Nancarrow, Mr. William Henry",33,P,--,0,3,England,Passenger,M,31-40
"Nankoff, Mr. Minko",32,P,--,0,3,Bulgaria,Passenger,M,31-40
"Nasr Alma, Mr. Mustafa",20,P,--,0,3,Lebanon,Passenger,M,11-20
"Nassr Rizq, Mr. Saade",20,P,--,0,3,Lebanon,Passenger,M,11-20
"Naughton, Miss Hannah",21,P,--,0,3,Ireland,Passenger,F,21-30
"Nenkoff, Mr. Christo",22,P,--,0,3,Bulgaria,Passenger,M,21-30
"Niqula-Yarid, Miss Jamilah",14,P,C,1,3,Lebanon,Passenger,F,11-20
"Niqula-Yarid, Master Ilyas",12,P,C,1,3,Lebanon,Passenger,M,11-20
"Nieminen, Miss Manta Josefiina",29,P,--,0,3,Finland,Passenger,F,21-30
"Niklasson, Mr. Samuel",28,P,--,0,3,Sweden,Passenger,M,21-30
"Nilsson, Mr. August Ferdinand",21,P,--,0,3,Sweden,Passenger,M,21-30
"Nilsson, Miss Berta Olivia",18,P,D,1,3,Sweden,Passenger,F,11-20
"Nilsson, Miss Helmina Josefina",26,P,13,1,3,Sweden,Passenger,F,21-30
"Nirva, Mr. Iisakki Antino Äijö",41,P,--,0,3,Finland,Passenger,M,41-50
"Niskänen, Mr. Juha",39,P,9,1,3,Finland,Passenger,M,31-40
"Nofal, Mr. Mansur",20,P,--,0,3,Lebanon,Passenger,M,11-20
"Nosworthy, Mr. Richard Cater",21,P,--,0,3,England,Passenger,M,21-30
"Nysten, Miss Anna Sofia",22,P,13,1,3,Sweden,Passenger,F,21-30
"Nysveen, Mr. Johan Hansen",61,P,--,0,3,Norway,Passenger,M,61-70
"O'Brien, Mr. Thomas",27,P,--,0,3,Ireland,Passenger,M,21-30
"O'Brien, Mrs. Johanna ""Hannah"" (née Godfrey)",26,P,?,1,3,Ireland,Passenger,F,21-30
"O'Brien, Mr. Timothy",21,P,--,0,3,Ireland,Passenger,M,21-30
"O'Connell, Mr. Patrick Denis",17,P,--,0,3,Ireland,Passenger,M,11-20
"O'Connor, Mr. Maurice",16,P,--,0,3,Ireland,Passenger,M,11-20
"O'Connor, Mr. Patrick",23,P,--,0,3,Ireland,Passenger,M,21-30
"O'Driscoll, Miss Bridget",24,P,D,1,3,Ireland,Passenger,F,21-30
"O'Dwyer, Miss Ellen ""Nellie""",25,P,?,1,3,Ireland,Passenger,F,21-30
"O'Keefe, Mr. Patrick",22,P,B,1,3,Ireland,Passenger,M,21-30
"O'Leary, Miss Hanora ""Nora""",16,P,13,1,3,Ireland,Passenger,F,11-20
"O'Sullivan, Miss Bridget Mary",21,P,--,0,3,Ireland,Passenger,F,21-30
"Ödahl, Mr. Nils Martin",23,P,--,0,3,Sweden,Passenger,M,21-30
"Öhman, Miss Velin",22,P,C,1,3,Sweden,Passenger,F,21-30
"Olsen, Mr. Henry Margido",28,P,--,0,3,Norway,Passenger,M,21-30
"Olsen, Mr. Karl Siegwart Andreas",42,P,--,0,3,Norway,Passenger,M,41-50
"Olsen, Master Arthur Carl",9,P,13,1,3,Norway,Passenger,M,< 10
"Olsen, Mr. Ole Martin",27,P,--,0,3,Norway,Passenger,M,21-30
"Olsson, Miss Elina",31,P,--,0,3,Sweden,Passenger,F,31-40
"Olsson, Mr. Nils Johan Göransson",28,P,--,0,3,Sweden,Passenger,M,21-30
"Olsson, Mr. Oskar Wilhelm",32,P,A,1,3,Sweden,Passenger,M,31-40
"Olsvingen, Mr. Thor Andersen",20,P,--,0,3,Norway,Passenger,M,11-20
"Oreskovic, Miss Jelka",23,P,--,0,3,Croatia,Passenger,F,21-30
"Oreskovic, Mr. Luka",20,P,--,0,3,Croatia,Passenger,M,11-20
"Oreskovic, Miss Marija",20,P,--,0,3,Croatia,Passenger,F,11-20
"Osén, Mr. Olaf Elon",16,P,--,0,3,Sweden,Passenger,M,11-20
"Pålsson, Mrs. Alma Cornelia (née Berglund)",29,P,--,0,3,Sweden,Passenger,F,21-30
"Pålsson, Miss Torborg Danira",8,P,--,0,3,Sweden,Passenger,F,< 10
"Pålsson, Master Paul Folke",6,P,--,0,3,Sweden,Passenger,M,< 10
"Pålsson, Miss Stina Viola",3,P,--,0,3,Sweden,Passenger,F,< 10
"Pålsson, Master Gösta Leonard",2,P,--,0,3,Sweden,Passenger,M,< 10
"Panula, Mrs. Maija Emelia Abrahamintytar (née Ketola-Ojala)",41,P,--,0,3,Finland,Passenger,F,41-50
"Panula, Mr. Ernesti Arvid",16,P,--,0,3,Finland,Passenger,M,11-20
"Panula, Mr. Jaakko Arnold",15,P,--,0,3,Finland,Passenger,M,11-20
"Panula, Master Juha Niilo",7,P,--,0,3,Finland,Passenger,M,< 10
"Panula, Master Urho Abraham",2,P,--,0,3,Finland,Passenger,M,< 10
"Panula, Master Eino Viljami",13m,P,--,0,3,Finland,Passenger,M,71+
"Pasic, Mr. Jakov",21,P,--,0,3,Slovenia,Passenger,M,21-30
"Patchett, Mr. George",19,P,--,0,3,England,Passenger,M,11-20
"Pavlovic, Mr. Stefo",32,P,--,0,3,Croatia,Passenger,M,31-40
"Peacock, Mrs. Edith (née Nile)",26,P,--,0,3,England,Passenger,F,21-30
"Peacock, Miss Treasteall",4,P,--,0,3,England,Passenger,F,< 10
"Peacock, Master Alfred Edward",7 mths,P,--,0,3,England,Passenger,M,71+
"Pearce, Mr. Ernest",32,P,--,0,3,England,Passenger,M,31-40
"Pedersen, Mr. Olaf",28,P,--,0,3,Norway,Passenger,M,21-30
"Peduzzi, Mr. Giuseppe",24,P,--,0,3,England,Passenger,M,21-30
"Pekoniemi, Mr. Edvard Johannes",21,P,--,0,3,Finland,Passenger,M,21-30
"Peltomäki, Mr. Nikolai Johannes",25,P,--,0,3,Finland,Passenger,M,21-30
"Perkin, Mr. John Henry",22,P,--,0,3,England,Passenger,M,21-30
"Persson, Mr. Ernst Ulrik",25,P,15,1,3,Sweden,Passenger,M,21-30
"Butrus-Youssef, Mrs. Katarin (née Rizk)",24,P,C,1,3,Lebanon,Passenger,F,21-30
"Butrus-Youssef, Master Makhkhul",4,P,D,1,3,Lebanon,Passenger,M,< 10
"Butrus-Youssef, Miss Marianna",2,P,C,1,3,Lebanon,Passenger,F,< 10
"Peters, Miss Catherine ""Katie""",26,P,--,0,3,Ireland,Passenger,F,21-30
"Petersen, Mr. Marius",24,P,--,0,3,England,Passenger,M,21-30
"Petranec, Miss Matilda",28,P,--,0,3,Croatia,Passenger,F,21-30
"Petroff, Mr. Nadjalko",19,P,--,0,3,Bulgaria,Passenger,M,11-20
"Petroff, Mr. Pastcho",29,P,--,0,3,Bulgaria,Passenger,M,21-30
"Pettersson, Miss Ellen Natalia",18,P,--,0,3,Sweden,Passenger,F,11-20
"Pettersson, Mr. Johan Emil",25,P,--,0,3,Sweden,Passenger,M,21-30
"Pickard, Mr. Berk (Trembisky)",32,P,9,1,3,Poland,Passenger,M,31-40
"Plotcharsky, Mr. Vasil",27,P,--,0,3,Bulgaria,Passenger,M,21-30
"Pocruic, Mr. Mate",17,P,--,0,3,Croatia,Passenger,M,11-20
"Pocruic, Mr. Tome",24,P,--,0,3,Croatia,Passenger,M,21-30
"Pullner, Mr. Uscher",16,P,--,0,3,Unknown,Passenger,M,11-20
"Radeff, Mr. Alexander",27,P,--,0,3,Bulgaria,Passenger,M,21-30
"Rasmussen, Mrs. Lena Jakobsen (née Solvang)",62,P,--,0,3,Norway,Passenger,F,61-70
"Razi, Mr. Raihed",30,P,--,0,3,Lebanon,Passenger,M,21-30
"Reed, Mr. James George",19,P,--,0,3,Wales,Passenger,M,11-20
"Rekic, Mr. Tido",38,P,--,0,3,Bosnia,Passenger,M,31-40
"Reynolds, Mr. Harold J.",21,P,--,0,3,England,Passenger,M,21-30
"Rice, Mrs. Margaret (née Norton)",39,P,--,0,3,Ireland,Passenger,F,31-40
"Rice, Master Albert",10,P,--,0,3,Ireland,Passenger,M,< 10
"Rice, Master George Hugh",8,P,--,0,3,Ireland,Passenger,M,< 10
"Rice, Master Frederick Thomas ""Eric""",7,P,--,0,3,Ireland,Passenger,M,< 10
"Rice, Master Arthur",4,P,--,0,3,Ireland,Passenger,M,< 10
"Rice, Master Eugene Francis",2,P,--,0,3,Ireland,Passenger,M,< 10
"Riihivuori, Miss Susanna Juhantytär ""Sanni""",22,P,--,0,3,Finland,Passenger,F,21-30
"Rintamäki, Mr. Matti",35,P,--,0,3,Finland,Passenger,M,31-40
"Riordan, Miss Hannah",18,P,13,1,3,Ireland,Passenger,F,11-20
"Risien, Mr. Samuel Beard",69,P,--,0,3,England,Passenger,M,61-70
"Risien, Mrs. Emma Jane(née Lellyet)",58,P,--,0,3,South Africa,Passenger,F,51-60
"Robins, Mr. Alexander A.",50,P,--,0,3,England,Passenger,M,41-50
"Robins, Mrs. Grace Charity (née Laury)",47,P,--,0,3,England,Passenger,F,41-50
"Rogers, Mr. William John",29,P,--,0,3,Wales,Passenger,M,21-30
"Rommetvedt, Mr. Knud Paust",49,P,--,0,3,Norway,Passenger,M,41-50
"Rosblom, Mrs. Helena Wilhelmina",41,P,--,0,3,Finland,Passenger,F,41-50
"Rosblom, Mr. Viktor Rickard",18,P,--,0,3,Finland,Passenger,M,11-20
"Rosblom, Miss Salli Helena",2,P,--,0,3,Finland,Passenger,F,< 10
"Roth, Miss Sarah A.",26,P,C,1,3,England,Passenger,F,21-30
"Rouse, Mr. Richard Henry",50,P,--,0,3,England,Passenger,M,41-50
"Rush, Mr. Alfred George John",16,P,--,0,3,England,Passenger,M,11-20
"Ryan, Mr. Edward",24,P,14,1,3,Ireland,Passenger,M,21-30
"Ryan, Mr. Patrick",29,P,--,0,3,Ireland,Passenger,M,21-30
"Sæther, Mr. Simon Sivertsen",43,P,--,0,3,Norway,Passenger,M,41-50
"Saad, Mr. Amin",30,P,--,0,3,Lebanon,Passenger,M,21-30
"Saad, Mr. Khalil",25,P,--,0,3,Syria,Passenger,M,21-30
"Sadlier, Mr. Matthew",20,P,--,0,3,Ireland,Passenger,M,11-20
"Sadowitz, Mr. Harry",17,P,--,0,3,England,Passenger,M,11-20
"Sage, Mr. John George",44,P,--,0,3,England,Passenger,M,41-50
"Sage, Mrs. Annie Elizabeth (née Cazaly)",44,P,--,0,3,England,Passenger,F,41-50
"Sage, Miss Stella Anne",20,P,--,0,3,England,Passenger,F,11-20
"Sage, Mr. George John",19,P,--,0,3,England,Passenger,M,11-20
"Sage, Mr. Douglas Bullen",18,P,--,0,3,England,Passenger,M,11-20
"Sage, Mr. Frederick",16,P,--,0,3,England,Passenger,M,11-20
"Sage, Miss Dorothy Florence ""Dolly""",14,P,--,0,3,England,Passenger,F,11-20
"Sage, Master Anthony William ""Will""",13,P,--,0,3,England,Passenger,M,11-20
"Sage, Miss Elizabeth Ada",10,P,--,0,3,England,Passenger,F,< 10
"Sage, Miss Constance Gladys",7,P,--,0,3,England,Passenger,F,< 10
"Sage, Master Thomas Henry",4,P,--,0,3,England,Passenger,M,< 10
"Salander, Mr. Karl Johan",24,P,--,0,3,Sweden,Passenger,M,21-30
"Salkjelsvik, Miss Anna Kristine",21,P,C,1,3,Norway,Passenger,F,21-30
"Salonen, Mr. Johan Verner",39,P,--,0,3,USA,Passenger,M,31-40
"Sa'maan, Mr. Hanna Ilyas",40,P,--,0,3,Lebanon,Passenger,M,31-40
"Sa'maan, Mr. Ilyas",17,P,--,0,3,Lebanon,Passenger,M,11-20
"Sa'maan, Mr. Youssef Omar ""Joseph""",16,P,--,0,3,Lebanon,Passenger,M,11-20
"Sandström, Mrs. Agnes Charlotta (née Bengtsson)",24,P,13,1,3,Sweden,Passenger,F,21-30
"Sandström, Miss Marguerite Rut",4,P,13,1,3,Sweden,Passenger,F,< 10
"Sandström, Miss Beatrice Irene",1,P,13,1,3,Sweden,Passenger,F,< 10
"Sap, Mr. Julius (Jules)",21,P,11,1,3,Belgium,Passenger,M,21-30
"Saundercock, Mr. William Henry",19,P,--,0,3,England,Passenger,M,11-20
"Sawyer, Mr. Frederick Charles",33,P,--,0,3,England,Passenger,M,31-40
"Scanlan, Mr. James",22,P,--,0,3,Ireland,Passenger,M,21-30
"Scheerlinck, Mr. Jean Baptiste",29,P,11,1,3,Belgium,Passenger,M,21-30
"Sdycoff, Mr. Theodor",42,P,--,0,3,Bulgaria,Passenger,M,41-50
"Sa'maan, Master Butrus",10,P,--,0,3,Lebanon,Passenger,M,< 10
"Shaughnessy, Mr. Patrick",24,P,--,0,3,Ireland,Passenger,M,21-30
"Shawah, Mr. Yousseff Ibrahim",33,P,--,0,3,Lebanon,Passenger,M,31-40
"Shadid, Mr. Dahir Abu",19,P,--,0,3,Syria or Lebanon,Passenger,M,11-20
"Shellard, Mr. Frederick William Blainey",55,P,--,0,3,England,Passenger,M,51-60
"Shine, Miss Ellen Natalia",20,P,?,1,3,Ireland,Passenger,F,11-20
"Shorney, Mr. Charles Joseph",22,P,--,0,3,England,Passenger,M,21-30
"Simmons, Mr. John",39,P,--,0,3,Unknown,Passenger,M,31-40
"Sirkanian, Mr. Arsun",22,P,--,0,3,Turkey,Passenger,M,21-30
"Sirota, Mr. Maurice",20,P,--,0,3,England,Passenger,M,11-20
"Sivic, Mr. Husein",40,P,--,0,3,Bosnia,Passenger,M,31-40
"Sivola, Mr. Antti Vilhelmi",21,P,--,0,3,USA,Passenger,M,21-30
"Sjöblom, Miss Anna Sofiia",18,P,16,1,3,Finland,Passenger,F,11-20
"Skoog, Mr. Wilhelm Johansson",40,P,--,0,3,Sweden,Passenger,M,31-40
"Skoog, Mrs. Anna Bernhardina (née Karlsson)",43,P,--,0,3,Sweden,Passenger,F,41-50
"Skoog, Master Karl Thorsten",11,P,--,0,3,Sweden,Passenger,M,11-20
"Skoog, Miss Mabel",9,P,--,0,3,Sweden,Passenger,F,< 10
"Skoog, Master Harald",5,P,--,0,3,Sweden,Passenger,M,< 10
"Skoog, Miss Margit Elizabeth",2,P,--,0,3,Sweden,Passenger,F,< 10
"Slabenoff, Mr. Peko",42,P,--,0,3,Bulgaria,Passenger,M,41-50
"Slocovski, Mr. Selman Francis",20,P,--,0,3,England,Passenger,M,11-20
"Smiljanovic, Mr. Jakob Mile",37,P,--,0,3,Croatia,Passenger,M,31-40
"Smyth, Mr. Thomas",26,P,--,0,3,Ireland,Passenger,M,21-30
"Smyth, Miss Julia",17,P,13,1,3,Ireland,Passenger,F,11-20
"Søholt, Mr. Peter Andreas Lauritz Andersen",19,P,--,0,3,Norway,Passenger,M,11-20
"Somerton, Mr. Francis William",30,P,--,0,3,England,Passenger,M,21-30
"Spector, Mr. Woolf",23,P,--,0,3,England,Passenger,M,21-30
"Spinner, Mr. Henry John",32,P,--,0,3,England,Passenger,M,31-40
"Staneff, Mr. Ivan",23,P,--,0,3,Bulgaria,Passenger,M,21-30
"Stankovic, Mr. Ivan",33,P,--,0,3,Croatia,Passenger,M,31-40
"Stanley, Miss Amy Zillah Elsie",24,P,C,1,3,England,Passenger,F,21-30
"Stanley, Mr. Edward Rowland",21,P,--,0,3,Southampton,Passenger,M,21-30
"Storey, Mr. Thomas",51,P,--,0,3,"England,",Passenger,M,51-60
"Stoytcheff, Mr. Ilia",19,P,--,0,3,Bulgaria,Passenger,M,11-20
"Strandberg, Miss Ida Sofia",22,P,--,0,3,Finland,Passenger,F,21-30
"Strandén, Mr. Juho Niilonpoika",31,P,9,1,3,Finland,Passenger,M,31-40
"Strilic, Mr. Ivan",27,P,--,0,3,Croatia,Passenger,M,21-30
"Ström, Mrs. Elna Matilda (née Persson)",29,P,--,0,3,USA,Passenger,F,21-30
"Ström, Miss Thelma Matilda Wilhelmina",2,P,--,0,3,USA,Passenger,F,< 10
"Sunderland, Mr. Victor Francis",20,P,B,1,3,England,Passenger,M,11-20
"Sundman, Mr. Johan Julian",44,P,15,1,3,Finland,Passenger,M,41-50
"Sutehall Jr., Mr. Henry",25,P,--,0,3,England,Passenger,M,21-30
"Svensson, Mr. Johan",74,P,--,0,3,Sweden,Passenger,M,71+
"Svensson, Mr. Johan Cervin",14,P,13,1,3,Sweden,Passenger,M,11-20
"Svensson, Mr. Olof",24,P,--,0,3,Sweden,Passenger,M,21-30
"Tenglin, Mr. Gunnar Isidor",25,P,13,1,3,Sweden,Passenger,M,21-30
"Theobald, Mr. Thomas Leonard",34,P,--,0,3,England,Passenger,M,31-40
"Tannous, Mr. Charles R'ad",31,P,--,0,3,Lebanon,Passenger,M,31-40
"Thomas, Mr. John",34,P,--,0,3,Unknown,Passenger,M,31-40
"Thomas, Mr. Tannous John",16,P,--,0,3,Lebanon,Passenger,M,11-20
"Tannous, Mrs. Thamini Khoury Fa'ud ""Thelma""",16,P,14,1,3,Lebanon,Passenger,F,11-20
"Tannous, Master As'ad Iskandar Fa'ud",5 mths,P,16,1,3,Lebanon,Passenger,M,71+
"Thompson, Mr. Alexander Morrison",36,P,--,0,3,Scotland,Passenger,M,31-40
"Thorneycroft, Mr. Percival Thomas",36,P,--,0,3,England,Passenger,M,31-40
"Thorneycroft, Mrs. Florence Kate (née Stears)",32,P,10,1,3,England,Passenger,F,31-40
"Tikkanen, Mr. Juho",32,P,--,0,3,Finland,Passenger,M,31-40
"Tobin, Mr. Roger",20,P,--,0,3,Ireland,Passenger,M,11-20
"Todoroff, Mr. Lalio",23,P,--,0,3,Bulgaria,Passenger,M,21-30
"Tomlin, Mr. Ernest Portage",22,P,--,0,3,Canada,Passenger,M,21-30
"Törber, Mr. Ernst Wilhelm",44,P,--,0,3,Germany,Passenger,M,41-50
"Torfa, Mr. Assad",20,P,--,0,3,Syria,Passenger,M,11-20
"Törnquist, Mr. William Henry",25,P,15,1,3,Sweden,Passenger,M,21-30
"Touma, Mrs. Hanna Youssef (née Razi)",27,P,C,1,3,Lebanon,Passenger,F,21-30
"Touma, Miss Marianna Youssef",9,P,C,1,3,Lebanon,Passenger,F,< 10
"Touma, Master Gerios (George) Youssef",8,P,C,1,3,Lebanon,Passenger,M,< 10
"Turcin, Mr. Stjepan",36,P,--,0,3,Croatia,Passenger,M,31-40
"Turja, Miss Anna Sofiia",18,P,15,1,3,Finland,Passenger,F,11-20
"Turkula, Mrs. Hedvig",63,P,15,1,3,Finland,Passenger,F,61-70
"Van Billiard, Mr. Austin Blyler",35,P,--,0,3,England,Passenger,M,31-40
"Van Billiard, Master James William",10,P,--,0,3,England,Passenger,M,< 10
"Van Billiard, Master Walter John",9,P,--,0,3,England,Passenger,M,< 10
"Van de Velde, Mr. Johannes Josef",35,P,--,0,3,Belgium,Passenger,M,31-40
"Van den Steen, Mr. Leo Peter",28,P,--,0,3,Belgium,Passenger,M,21-30
"Van Impe, Mr. Jean-Baptiste",36,P,--,0,3,Belgium,Passenger,M,31-40
"Van Impe, Mrs. Rosalie Paula (née Govaert)",30,P,--,0,3,Belgium,Passenger,F,21-30
"Van Impe, Miss Catharina",10,P,--,0,3,Belgium,Passenger,F,< 10
"Van Melkebeke, Mr. Philemon Edmund",23,P,--,0,3,Belgium,Passenger,M,21-30
"Vandercruyssen, Mr. Victor",46,P,--,0,3,Belgium,Passenger,M,41-50
"Vanderplancke, Mr. Julius",31,P,--,0,3,Belgium,Passenger,M,31-40
"Vanderplancke, Mrs. Emelie Maria (née Vandemoortele)",31,P,--,0,3,Belgium,Passenger,F,31-40
"Vanderplancke, Miss Augusta Maria",18,P,--,0,3,Belgium,Passenger,F,11-20
"Vanderplancke, Mr. Leo Edmondus",15,P,--,0,3,Belgium,Passenger,M,11-20
"Van de Walle, Mr. Nestor Cyriel",28,P,--,0,3,Belgium,Passenger,M,21-30
"Vartanian, Mr. Dawud",22,P,13,1,3,Turkey,Passenger,M,21-30
"Vendel, Mr. Olof Edvin",29,P,--,0,3,Sweden,Passenger,M,21-30
"Veström, Miss Hulda Amanda Adolfina",14,P,--,0,3,Sweden,Passenger,F,11-20
"Vovk, Mr. Janko",21,P,--,0,3,Slovenia,Passenger,M,21-30
"Waelens, Mr. Achille",22,P,--,0,3,Belgium,Passenger,M,21-30
"Ware, Mr. Frederick William",34,P,--,0,3,England,Passenger,M,31-40
"Warren, Mr. Charles William",30,P,--,0,3,England,Passenger,M,21-30
"Wazli, Mr. Yousif Ahmed",25,P,--,0,3,Lebanon,Passenger,M,21-30
"Webber, Mr. James",66,P,--,0,3,USA,Passenger,M,61-70
"Wennerström, Mr. August Edvard Andersson",27,P,A,1,3,Sweden,Passenger,M,21-30
"Widegren, Mr. Carl Peter",51,P,--,0,3,Sweden,Passenger,M,51-60
